M	A	Rank	Composite
NAT16	0.00329775323780894	0.219129803453356	8044.90566037736	NAT16: 8044.90566037736
MOGAT3	7.7756676086635e-06	0.000735538649556498	25590.0283018868	MOGAT3: 25590.0283018868
PLOD3	0.00677629704665649	0.594138085052306	4215.18867924528	PLOD3: 4215.18867924528
ZNHIT1	0.0284549134235079	1.91182090853778	717.22641509434	ZNHIT1: 717.22641509434
CLDN15	0.00405374340360069	0.224599936674454	6439.22641509434	CLDN15: 6439.22641509434
FIS1	0.0356542413799564	2.57300961615507	470.962264150943	FIS1: 470.962264150943
LNCPRESS1	2.53703435905632e-06	3.75245696440064e-05	27028.8962264151	LNCPRESS1: 27028.8962264151
AC006329.1	0.000659951464034752	0.0272093125087135	15317.9245283019	AC006329.1: 15317.9245283019
IFT22	0.00925943784178375	0.633512107116797	3165.7358490566	IFT22: 3165.7358490566
COL26A1	0.000166949705759078	0.0107951672031474	18229.9811320755	COL26A1: 18229.9811320755
LINC01007	0	0	27241.6698113208	LINC01007: 27241.6698113208
MYL10	4.30263563935653e-06	0.00126311581495356	25965.1698113208	MYL10: 25965.1698113208
CUX1	0.00674542818985869	0.636224511978641	3837.45283018868	CUX1: 3837.45283018868
AC005096.1	4.70204506927966e-06	0.00084104049018688	26484	AC005096.1: 26484
AC005072.1	0.000351612077057603	0.0380042856519943	15475.2641509434	AC005072.1: 15475.2641509434
AC005086.2	0	8.67970798672542e-05	27241.6698113208	AC005086.2: 27241.6698113208
SH2B2	0.000470167765734723	0.0402965227223933	14008.3396226415	SH2B2: 14008.3396226415
SPDYE6	2.12667556941119e-05	0.00231637945997052	24393.5660377359	SPDYE6: 24393.5660377359
PRKRIP1	0.00523581580260308	0.353412952943619	5018.28301886792	PRKRIP1: 5018.28301886792
AC073517.1	2.90417152740421e-06	0.000496116543797116	26354.3962264151	AC073517.1: 26354.3962264151
ORAI2	0.00706198035572879	0.740663804059193	3702.56603773585	ORAI2: 3702.56603773585
ALKBH4	0.00255759253390105	0.20024703783825	8258.01886792453	ALKBH4: 8258.01886792453
LRWD1	0.00248296543400977	0.166542820809387	8460.07547169811	LRWD1: 8460.07547169811
POLR2J	0.0246173929953798	1.55824657015049	882.830188679245	POLR2J: 882.830188679245
RASA4B	0.000275027309945981	0.0233206415062356	16814.2641509434	RASA4B: 16814.2641509434
UPK3BL2	1.17646728806604e-05	0.00285317419893241	25299.8490566038	UPK3BL2: 25299.8490566038
SPDYE2	0	0	27241.6698113208	SPDYE2: 27241.6698113208
POLR2J3	0.0125587161679383	1.67167064505133	2035.96226415094	POLR2J3: 2035.96226415094
RASA4	0.00363508352054759	0.240459780358731	7128.33962264151	RASA4: 7128.33962264151
AC105052.4	0.000170099033914524	0.0218126123886782	17638.4150943396	AC105052.4: 17638.4150943396
UPK3BL1	0.00745470749887015	0.418689881087935	3908.81132075472	UPK3BL1: 3908.81132075472
SPDYE2B	0	0	27241.6698113208	SPDYE2B: 27241.6698113208
POLR2J2	0.000850659608489114	0.128705267189997	12296.2264150943	POLR2J2: 12296.2264150943
AC105052.5	6.67423284819155e-05	0.0073371731426944	22597.0471698113	AC105052.5: 22597.0471698113
FAM185A	0.00114630870474178	0.0931562652297872	11243.8396226415	FAM185A: 11243.8396226415
FBXL13	0.000162425091866879	0.0222707187144891	17378.6603773585	FBXL13: 17378.6603773585
LRRC17	0.000330479367138677	0.0241857677759307	16017.1886792453	LRRC17: 16017.1886792453
NFE4	4.62160028671374e-07	0.000264314295719793	26880.7641509434	NFE4: 26880.7641509434
AC073127.1	0	8.33757159889611e-06	27241.6698113208	AC073127.1: 27241.6698113208
ARMC10	0.00968773896790389	0.734834283088014	3131.64150943396	ARMC10: 3131.64150943396
NAPEPLD	0.00174281369479122	0.188579414585594	9729.1320754717	NAPEPLD: 9729.1320754717
PMPCB	0.0100916713805886	0.745617354881956	2580.35849056604	PMPCB: 2580.35849056604
DNAJC2	0.00583909744951671	0.494672253740316	4551.92452830189	DNAJC2: 4551.92452830189
PSMC2	0.0143145357297586	0.990358489379378	1823.32075471698	PSMC2: 1823.32075471698
SLC26A5	1.38744085626319e-06	0.00107261726487828	26689.1037735849	SLC26A5: 26689.1037735849
AC005064.1	0	7.63549140388689e-05	27241.6698113208	AC005064.1: 27241.6698113208
RELN	4.03324576561294e-05	0.00473299292065324	23953.2641509434	RELN: 23953.2641509434
ORC5	0.00149265673207774	0.115275294028612	10413.641509434	ORC5: 10413.641509434
LHFPL3	4.16810624068789e-07	7.56095252052514e-05	26884.9056603774	LHFPL3: 26884.9056603774
LHFPL3-AS1	2.27859529566214e-06	0.0012015520144475	26495.9811320755	LHFPL3-AS1: 26495.9811320755
LHFPL3-AS2	0.00013296351600951	0.0146457910899815	20546.4056603774	LHFPL3-AS2: 20546.4056603774
AC007384.1	5.27353925277488e-05	0.00183175813280584	21544.9056603774	AC007384.1: 21544.9056603774
LINC01004	0.00116747753328173	0.0732574579070177	11094.0377358491	LINC01004: 11094.0377358491
KMT2E-AS1	0.00360844169224464	0.209341340973102	6826.62264150943	KMT2E-AS1: 6826.62264150943
KMT2E	0.0115594158647711	1.2139883663237	2137.22641509434	KMT2E: 2137.22641509434
AC005070.3	0.00029116585778179	0.0323704463122342	15832.1037735849	AC005070.3: 15832.1037735849
SRPK2	0.00836515930975541	0.794697103750092	3095.01886792453	SRPK2: 3095.01886792453
AC004884.2	1.77217073682943e-06	0.00129844844503438	26355.9339622641	AC004884.2: 26355.9339622641
PUS7	0.00173679984537102	0.128430929418063	9862.47169811321	PUS7: 9862.47169811321
RINT1	0.00251729603070477	0.180860442213494	8234.75471698113	RINT1: 8234.75471698113
EFCAB10	0.000111802426825002	0.0101598883042814	19869.0754716981	EFCAB10: 19869.0754716981
AC073073.2	0.000115960300384126	0.00789541384373878	20574.2924528302	AC073073.2: 20574.2924528302
ATXN7L1	0.000900849161534786	0.060506106822791	12282.141509434	ATXN7L1: 12282.141509434
CDHR3	0.000724620187547721	0.047272273781403	12641.4528301887	CDHR3: 12641.4528301887
SYPL1	0.0148709072659123	1.1974852587711	1702.03773584906	SYPL1: 1702.03773584906
NAMPT	0.0163540289395828	1.17386525422412	1484.62264150943	NAMPT: 1484.62264150943
AC007032.1	0.000890073444266194	0.0545934963019054	12753.4339622642	AC007032.1: 12753.4339622642
AC004917.1	5.92921192574444e-08	0.000520652447447571	26897.4905660377	AC004917.1: 26897.4905660377
AC005050.3	0	0.000105575277533207	27241.6698113208	AC005050.3: 27241.6698113208
AC005050.1	8.92790058554335e-07	0.000615406208625659	26881.1226415094	AC005050.1: 26881.1226415094
AC005050.2	0	6.32639956844244e-05	27241.6698113208	AC005050.2: 27241.6698113208
CCDC71L	0.00205146132337198	0.169969709603269	8884.94339622642	CCDC71L: 8884.94339622642
LINC02577	3.76580404828944e-07	0.000275932343995787	27039.6320754717	LINC02577: 27039.6320754717
PIK3CG	5.23250204005749e-05	0.0100547434230807	19404.3773584906	PIK3CG: 19404.3773584906
PRKAR2B	0.00186488811733729	0.161113738804388	9330.50943396226	PRKAR2B: 9330.50943396226
AC006387.1	5.39368567872998e-05	0.00614463216587918	22251.5943396226	AC006387.1: 22251.5943396226
HBP1	0.00650560538449994	0.520941887797404	4039.2641509434	HBP1: 4039.2641509434
AC004492.1	3.2876544794032e-05	0.00231690815935044	24368.1320754717	AC004492.1: 24368.1320754717
COG5	0.0026679397718439	0.232692838669892	7950.90566037736	COG5: 7950.90566037736
GPR22	9.65847807435414e-06	0.00166387630127833	25034.2924528302	GPR22: 25034.2924528302
DUS4L	0.00170949565908247	0.14932861671931	9949.1320754717	DUS4L: 9949.1320754717
AC004839.2	0.000315113046857267	0.0225390906416724	15506.0660377358	AC004839.2: 15506.0660377358
BCAP29	0.00936845207809816	0.816926657142533	2937.50943396226	BCAP29: 2937.50943396226
SLC26A4-AS1	0.000128160407762388	0.0101911127431117	19773.3490566038	SLC26A4-AS1: 19773.3490566038
SLC26A4	0.000280233303766276	0.0172824947106067	16839.0660377359	SLC26A4: 16839.0660377359
AC002467.1	0.00195917535835338	0.112585320468005	9526.22641509434	AC002467.1: 9526.22641509434
CBLL1	0.00287293114296197	0.237191574416789	8095.41509433962	CBLL1: 8095.41509433962
SLC26A3	0	0.000340575219795444	27241.6698113208	SLC26A3: 27241.6698113208
DLD	0.0111548488949374	0.746176571356591	2521.69811320755	DLD: 2521.69811320755
LAMB1	0.00381327471058714	0.330808698022762	6211.28301886792	LAMB1: 6211.28301886792
AC005046.1	0.000219336461472756	0.00650540126809731	18639.3301886792	AC005046.1: 18639.3301886792
LAMB4	3.15552461596434e-05	0.00655762801208783	23421.679245283	LAMB4: 23421.679245283
NRCAM	0.00498988168092828	0.493478803461697	5204.18867924528	NRCAM: 5204.18867924528
PNPLA8	0.00779010255419811	0.742894751891915	3443.33962264151	PNPLA8: 3443.33962264151
THAP5	0.00794148464600937	0.57720376800993	3665.15094339623	THAP5: 3665.15094339623
DNAJB9	0.0199984376373129	1.43109926108391	1351.56603773585	DNAJB9: 1351.56603773585
AC005487.1	9.58559245135042e-05	0.00935787761013454	20903.2735849057	AC005487.1: 20903.2735849057
C7orf66	0	9.66446707829842e-06	27241.6698113208	C7orf66: 27241.6698113208
AC004014.1	0	0	27241.6698113208	AC004014.1: 27241.6698113208
AC002386.1	0	7.29759215946698e-06	27241.6698113208	AC002386.1: 27241.6698113208
AC073071.1	0	9.93634906992858e-06	27241.6698113208	AC073071.1: 27241.6698113208
AC073114.1	4.35077813533753e-06	0.00100947046467192	26334.9245283019	AC073114.1: 26334.9245283019
AC073326.2	0	1.01475892174013e-05	27241.6698113208	AC073326.2: 27241.6698113208
IMMP2L	0.00536614090878153	0.430024623725808	5116.71698113208	IMMP2L: 5116.71698113208
AC073326.1	3.2728224218852e-06	0.000841606338014187	26691.7075471698	AC073326.1: 26691.7075471698
LRRN3	0.000425464780950024	0.0471346437936476	14551.5660377358	LRRN3: 14551.5660377358
DOCK4	0.000990572456782607	0.081131176317328	11376.6037735849	DOCK4: 11376.6037735849
AC003077.1	4.43491711685073e-07	0.000277984841415541	26899.5754716981	AC003077.1: 26899.5754716981
DOCK4-AS1	1.20806038306809e-07	0.000162303000971461	27063.8679245283	DOCK4-AS1: 27063.8679245283
ZNF277	0.00593688577376571	0.487112122841194	4708.09433962264	ZNF277: 4708.09433962264
AC004112.1	0	0.000209879121946862	27241.6698113208	AC004112.1: 27241.6698113208
IFRD1	0.00797583423508274	0.638688870716702	3457.15094339623	IFRD1: 3457.15094339623
LSMEM1	0.00022839292446891	0.0194425594790996	16991.820754717	LSMEM1: 16991.820754717
AC002463.1	1.06506946885652e-06	0.000727865777671457	27057.9433962264	AC002463.1: 27057.9433962264
TMEM168	0.00201362057220278	0.208801016824398	8910.66037735849	TMEM168: 8910.66037735849
BMT2	0.00112556605155096	0.0878659319573406	11031.9622641509	BMT2: 11031.9622641509
AC018464.1	0	0.000122165560635042	27241.6698113208	AC018464.1: 27241.6698113208
GPR85	0.000216330930460615	0.0176715090636402	17550.3867924528	GPR85: 17550.3867924528
AC073346.1	0	0.000100191613566146	27241.6698113208	AC073346.1: 27241.6698113208
SMIM30	0.0188660250461727	1.22402853318686	1810.41509433962	SMIM30: 1810.41509433962
AC073348.2	2.22065897725155e-06	0.000932587373918227	26664.9245283019	AC073348.2: 26664.9245283019
PPP1R3A	8.12687550204373e-08	0.000165047318775377	27056.3490566038	PPP1R3A: 27056.3490566038
FOXP2	0.00279006484227109	0.241801189989079	8037.81132075472	FOXP2: 8037.81132075472
AC073626.1	0	0.000163590398387663	27241.6698113208	AC073626.1: 27241.6698113208
AC003992.1	2.61648680620968e-05	0.00382954228077101	24206.5094339623	AC003992.1: 24206.5094339623
MDFIC	0.00146677384413603	0.140680039397234	10517.9056603774	MDFIC: 10517.9056603774
LINC01393	2.81108621633577e-06	0.000546333304246207	26504.7641509434	LINC01393: 26504.7641509434
LINC01392	0	0	27241.6698113208	LINC01392: 27241.6698113208
AC092590.1	0	2.90927106761446e-05	27241.6698113208	AC092590.1: 27241.6698113208
AC093714.1	0	4.88806334930101e-06	27241.6698113208	AC093714.1: 27241.6698113208
AC093714.2	0	0	27241.6698113208	AC093714.2: 27241.6698113208
TFEC	4.31019536041951e-05	0.00628117876121351	20975.3396226415	TFEC: 20975.3396226415
TES	0.00602032276245735	0.503315912106862	4886.1320754717	TES: 4886.1320754717
AC073130.2	0	0.0001286401038115	27241.6698113208	AC073130.2: 27241.6698113208
AC002066.1	9.29906053152305e-07	0.000377271009609746	26730.8773584906	AC002066.1: 26730.8773584906
AC073130.1	0	0.000540337574960948	27241.6698113208	AC073130.1: 27241.6698113208
CAV2	0.00786468818171725	0.391564536614668	4516.8679245283	CAV2: 4516.8679245283
CAV1	0.00580835654025031	0.264443915848203	5380.54716981132	CAV1: 5380.54716981132
AC006159.1	0	2.82006191625696e-05	27241.6698113208	AC006159.1: 27241.6698113208
AC006159.2	0	4.62415725674438e-05	27241.6698113208	AC006159.2: 27241.6698113208
LINC01510	2.84271754713482e-05	0.00147330748979418	25665.1320754717	LINC01510: 25665.1320754717
MET	0.00258034239831259	0.195046437839	9197.32075471698	MET: 9197.32075471698
CAPZA2	0.0231356237621596	1.62449922363829	1120.33962264151	CAPZA2: 1120.33962264151
ST7-AS1	0.000864391724202703	0.0826491391066064	12370.2075471698	ST7-AS1: 12370.2075471698
ST7	0.00284817083132713	0.230138685876089	7657.37735849057	ST7: 7657.37735849057
ST7-OT4	0.000209578808895056	0.0310361677724672	16862.1509433962	ST7-OT4: 16862.1509433962
AC106873.1	7.3367723123594e-07	0.000370668433976403	27067.3962264151	AC106873.1: 27067.3962264151
ST7-AS2	9.29629672062438e-08	0.000181776738297256	27073.9905660377	ST7-AS2: 27073.9905660377
AC002542.6	1.69587451046328e-06	0.000856498403206491	26877.6603773585	AC002542.6: 26877.6603773585
WNT2	1.20770234887109e-05	0.00167631358226567	26309.4150943396	WNT2: 26309.4150943396
AC002465.1	0	0	27241.6698113208	AC002465.1: 27241.6698113208
AC002465.2	0	0	27241.6698113208	AC002465.2: 27241.6698113208
ASZ1	5.16289178597635e-07	0.000240732566514682	26878.3018867925	ASZ1: 26878.3018867925
CFTR	0.0100392121186466	0.36218118656419	3943.24528301887	CFTR: 3943.24528301887
CFTR-AS1	0	7.01757138184218e-05	27241.6698113208	CFTR-AS1: 27241.6698113208
AC000061.1	0	2.77416222029154e-05	27241.6698113208	AC000061.1: 27241.6698113208
CTTNBP2	0.00108019154115892	0.0956803070777153	11169.7169811321	CTTNBP2: 11169.7169811321
AC003084.1	5.91133167287535e-06	0.00125634810181876	25757.5849056604	AC003084.1: 25757.5849056604
LSM8	0.0163820741631937	1.24538567178381	1525.90566037736	LSM8: 1525.90566037736
ANKRD7	0.000383921385765375	0.0317644351959231	14897.0754716981	ANKRD7: 14897.0754716981
AC002529.1	0	2.63367761465618e-05	27241.6698113208	AC002529.1: 27241.6698113208
LINC02476	0	0.000119192692351925	27241.6698113208	LINC02476: 27241.6698113208
AC004946.1	0	1.18336376511356e-05	27241.6698113208	AC004946.1: 27241.6698113208
AC004946.2	0	0	27241.6698113208	AC004946.2: 27241.6698113208
KCND2	0.000151877514696183	0.0136993012996152	19325.2924528302	KCND2: 19325.2924528302
AC004888.1	0	3.90640259385132e-06	27241.6698113208	AC004888.1: 27241.6698113208
TSPAN12	0.00426897388661597	0.293076892172743	6488	TSPAN12: 6488
ING3	0.00351781372725337	0.295655373452502	6573.56603773585	ING3: 6573.56603773585
CPED1	8.01211409325912e-05	0.0140751348929478	20601.1603773585	CPED1: 20601.1603773585
AC006364.1	7.19969598012729e-07	0.000396506172304545	26884.858490566	AC006364.1: 26884.858490566
WNT16	8.13511511534228e-06	0.00153918411080281	24879.6698113208	WNT16: 24879.6698113208
FAM3C	0.0197134377448667	1.54719840370752	1292.8679245283	FAM3C: 1292.8679245283
AC004875.1	0	1.01792504792027e-05	27241.6698113208	AC004875.1: 27241.6698113208
PTPRZ1	0.000655398896700573	0.0365669653348836	14045.3962264151	PTPRZ1: 14045.3962264151
AASS	0.0013969002219858	0.0822316244062968	12388.9056603774	AASS: 12388.9056603774
AC015983.2	5.98600489293141e-06	0.000863610774360641	26493.641509434	AC015983.2: 26493.641509434
FEZF1	1.92262401330046e-07	4.57753787542736e-05	26906.2735849057	FEZF1: 26906.2735849057
FEZF1-AS1	4.40556450763543e-06	0.000725346330667361	25826.4905660377	FEZF1-AS1: 25826.4905660377
CADPS2	0.000852920261516691	0.0799963888017969	12434.6132075472	CADPS2: 12434.6132075472
AC004594.1	0	9.84433508105891e-05	27241.6698113208	AC004594.1: 27241.6698113208
RNF133	0	0.000377884624641412	27241.6698113208	RNF133: 27241.6698113208
RNF148	4.13270006587043e-06	0.000968373395597224	25959.3773584906	RNF148: 25959.3773584906
TAS2R16	0	0	27241.6698113208	TAS2R16: 27241.6698113208
AC073311.1	0	0	27241.6698113208	AC073311.1: 27241.6698113208
SLC13A1	1.08860209612892e-07	0.000341377691468513	26885.3679245283	SLC13A1: 26885.3679245283
IQUB	0.000237443923950615	0.0271617349627621	16134.2169811321	IQUB: 16134.2169811321
AC073323.1	8.06301981329278e-07	0.00040105792996663	26747.6886792453	AC073323.1: 26747.6886792453
NDUFA5	0.0306619669913768	2.13353811769397	677.433962264151	NDUFA5: 677.433962264151
ASB15	3.00620198829327e-05	0.00369789210376033	24361.5566037736	ASB15: 24361.5566037736
AC006333.1	0	0.000163437607539446	27241.6698113208	AC006333.1: 27241.6698113208
LMOD2	6.20314193184834e-07	0.000249401916986899	26875.7264150943	LMOD2: 26875.7264150943
WASL	0.00823180599403815	0.819802713918456	3162.50943396226	WASL: 3162.50943396226
AC006333.2	0.00321959097678117	0.234269944414371	7315.35849056604	AC006333.2: 7315.35849056604
HYAL4	1.06109601103332e-06	0.000372919195350154	26191.641509434	HYAL4: 26191.641509434
SPAM1	0	7.07858790945439e-05	27241.6698113208	SPAM1: 27241.6698113208
AC004690.2	0	1.93229472433185e-05	27241.6698113208	AC004690.2: 27241.6698113208
TMEM229A	4.21024800213928e-06	0.000839512068857981	26324.9056603774	TMEM229A: 26324.9056603774
AC006148.1	4.80489926721804e-07	0.000825675933006326	27073.1603773585	AC006148.1: 27073.1603773585
AC006148.2	0	7.18915013461684e-06	27241.6698113208	AC006148.2: 27241.6698113208
AC004930.1	0	8.33757159889611e-06	27241.6698113208	AC004930.1: 27241.6698113208
SSU72P8	0	0	27241.6698113208	SSU72P8: 27241.6698113208
GPR37	0.000566118360405712	0.0485718450321285	14227.5566037736	GPR37: 14227.5566037736
C7orf77	0	4.29420416284517e-05	27241.6698113208	C7orf77: 27241.6698113208
POT1	0.00237124615053489	0.178430338698002	8578.20754716981	POT1: 8578.20754716981
POT1-AS1	0.000929675824542726	0.076148981224804	12095.2830188679	POT1-AS1: 12095.2830188679
LINC02830	0	1.90621186728023e-05	27241.6698113208	LINC02830: 27241.6698113208
AC019155.2	0	6.001248259638e-06	27241.6698113208	AC019155.2: 27241.6698113208
AC003975.1	0	0.000198270145954404	27241.6698113208	AC003975.1: 27241.6698113208
AC000372.1	0	0	27241.6698113208	AC000372.1: 27241.6698113208
GRM8	0.000164042724852859	0.0146135251714458	18894.6320754717	GRM8: 18894.6320754717
AC002057.2	8.33097000047395e-07	0.000188844389621536	26878.5754716981	AC002057.2: 26878.5754716981
AC002057.1	5.21483016233036e-06	0.00147295911685612	25946.7452830189	AC002057.1: 25946.7452830189
AC000099.1	0	1.13196064674325e-05	27241.6698113208	AC000099.1: 27241.6698113208
ZNF800	0.0041897692956181	0.448721333487401	5759.01886792453	ZNF800: 5759.01886792453
AC000123.1	0	9.20611101649275e-06	27241.6698113208	AC000123.1: 27241.6698113208
AC000124.1	0	6.46848360375478e-05	27241.6698113208	AC000124.1: 27241.6698113208
GCC1	0.00198548783063642	0.133080857720019	9215.69811320755	GCC1: 9215.69811320755
ARF5	0.0132883803905757	1.12373401421456	2187.15094339623	ARF5: 2187.15094339623
FSCN3	0.000187966526526065	0.00729859465994339	21283.3301886792	FSCN3: 21283.3301886792
PAX4	8.72553846772969e-05	0.00874261796142051	20765.7924528302	PAX4: 20765.7924528302
AC073934.1	1.76913783471764e-05	0.00182419166080883	24931.0660377359	AC073934.1: 24931.0660377359
SND1	0.0157263803907022	1.19373860315687	1513.22641509434	SND1: 1513.22641509434
SND1-IT1	0.00175338959310369	0.230856949224186	9549.71698113207	SND1-IT1: 9549.71698113207
