p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
GSTM3	3.14735961794409e-153	0.205843662141094	0.487	0.372	8.7304608442151e-149	1	GSTM3
HLA-C	6.30943931978528e-153	0.292639091550658	0.985	0.975	1.75017537291524e-148	1	HLA-C
VEGFA	4.89548500966337e-152	0.285004358921817	0.699	0.6	1.35795858683052e-147	1	VEGFA
QSOX1	4.94200891579033e-152	0.200187084394587	0.37	0.277	1.37086385315108e-147	1	QSOX1
CFAP36	1.39209035835959e-151	0.22893111790439	0.655	0.545	3.86151944505365e-147	1	CFAP36
RBMX	8.96022340298801e-151	0.209101725090269	0.63	0.534	2.48547636975484e-146	1	RBMX
C14orf132	5.11836019228852e-148	0.218238202792439	0.474	0.362	1.41978193373891e-143	1	C14orf132
CACNA1D	7.25312607556952e-147	0.23914440047831	0.523	0.416	2.01194464210223e-142	1	CACNA1D
VLDLR	9.34083130290934e-145	0.222792379539011	0.518	0.393	2.59105319511402e-140	1	VLDLR
EIF4B	2.71257762818422e-143	0.239773567293081	0.839	0.757	7.52441908282021e-139	1	EIF4B
GLS	5.6989746483949e-143	0.302688329683848	0.922	0.855	1.58083857771826e-138	1	GLS
VDAC1	9.93181379613609e-143	0.225716425865275	0.829	0.749	2.75498582891019e-138	1	VDAC1
EIF3E	1.68737953442532e-142	0.224224467513036	0.862	0.791	4.68062209054239e-138	1	EIF3E
BTF3	7.77111829574043e-141	0.235735620154311	0.938	0.885	2.15563050405544e-136	1	BTF3
TMEM176A	2.2023794238452e-139	0.281301050380749	0.965	0.927	6.10918028380419e-135	1	TMEM176A
PPP2R2B	3.45640575968653e-139	0.237444675693822	0.446	0.353	9.58772393679446e-135	1	PPP2R2B
NAV1	7.24209749807925e-139	0.232269754885327	0.563	0.449	2.0088854249922e-134	1	NAV1
PPP2R5C	9.34230342721637e-139	0.214554775010256	0.549	0.441	2.59146154767555e-134	1	PPP2R5C
IRF1	3.53351217885139e-138	0.21855026947187	0.289	0.187	9.80160943291587e-134	1	IRF1
IGFBP3	4.75065532105838e-138	0.475790458988813	0.139	0.084	1.31778427950839e-133	1	IGFBP3
CSNK1A1	8.37473001687087e-137	0.231085795239367	0.81	0.734	2.32306635937981e-132	1	CSNK1A1
HNRNPA1	7.529699029822e-136	0.218017028856095	0.889	0.838	2.08866321388232e-131	1	HNRNPA1
VPS13C	6.23790475235446e-134	0.242653703057105	0.676	0.582	1.73033239925561e-129	1	VPS13C
TRAPPC4	7.55537625348216e-134	0.203777231932394	0.717	0.64	2.09578581895342e-129	1	TRAPPC4
HIST1H4C	1.42719235149293e-133	0.22221926818329	0.564	0.449	3.95888886380624e-129	1	HIST1H4C
ABLIM1	8.39054694175087e-133	0.235899274067587	0.591	0.475	2.32745381617227e-128	1	ABLIM1
BBX	2.48211158082118e-132	0.226275423556306	0.642	0.532	6.88512931403988e-128	1	BBX
BZW1	7.71349632349207e-132	0.235592096002819	0.75	0.659	2.13964674517346e-127	1	BZW1
EGR4	7.99958964531945e-130	0.409867463411998	0.23	0.134	2.21900617171516e-125	1	EGR4
PAX6	2.76173028239791e-129	0.283498323115353	0.88	0.814	7.66076363034357e-125	1	PAX6
MCL1	1.39407643348464e-127	0.240925262390328	0.446	0.353	3.86702861884305e-123	1	MCL1
BRK1	1.68946220827826e-126	0.20162002696436	0.888	0.82	4.68639921954306e-122	1	BRK1
ST18	2.94296548810946e-126	0.219336320958895	0.507	0.403	8.16349196746683e-122	1	ST18
RPL23A	2.96100373225398e-125	0.214258924080464	0.996	0.985	8.21352825289932e-121	1	RPL23A
ADM	2.68804046626415e-124	0.280788538511499	0.247	0.121	7.45635544937014e-120	1	ADM
RPH3AL	3.67297180502759e-123	0.203414930899613	0.555	0.459	1.0188456489966e-118	1	RPH3AL
SNHG14	5.77606222186962e-123	0.296522476696526	0.776	0.67	1.60222189972441e-118	1	SNHG14
NFIC	1.24702081751633e-121	0.216730743823473	0.688	0.59	3.45911104570856e-117	1	NFIC
HNRNPC	3.34195227752254e-121	0.202946586437691	0.884	0.826	9.27024142261976e-117	1	HNRNPC
NDUFC1	6.48207852314876e-120	0.215472049566366	0.888	0.809	1.79806376153623e-115	1	NDUFC1
TECR	6.58098959916353e-120	0.220182547782682	0.856	0.793	1.82550070491197e-115	1	TECR
KCNMA1	9.46997361532802e-119	0.277681499864497	0.71	0.632	2.62687598115584e-114	1	KCNMA1
GNAS	2.52702849102644e-118	0.290744961865407	1	1	7.00972433125825e-114	1	GNAS
C19orf53	4.11909876406283e-118	0.200056628674159	0.86	0.783	1.14259680616339e-113	1	C19orf53
GSTO1	8.08462720937473e-118	0.224024465840893	0.721	0.631	2.24259474160846e-113	1	GSTO1
RPL35A	6.74810996069476e-117	0.201263499875726	0.989	0.97	1.87185822199712e-112	1	RPL35A
RPS3A	1.23958420610986e-115	0.218956657834736	0.997	0.99	3.43848262932813e-111	1	RPS3A
FOSB	3.23546865187348e-114	0.300193800282077	0.199	0.105	8.97486649343185e-110	1	FOSB
CTSA	3.2558669518275e-114	0.251905653477891	0.804	0.729	9.0314493376743e-110	1	CTSA
HLA-B	3.23553840815305e-113	0.248185882550579	0.958	0.932	8.97505999037575e-109	1	HLA-B
COX14	2.30108328420866e-112	0.206956436493225	0.834	0.747	6.38297492206641e-108	1	COX14
RACK1	1.20900487421269e-111	0.202208547932533	0.991	0.977	3.35365862057857e-107	1	RACK1
P4HA2	3.27960090264779e-111	0.210440127477072	0.695	0.602	9.09728494385471e-107	1	P4HA2
NACA	9.54750849461323e-109	0.217397749809667	0.982	0.959	2.64838338132076e-104	1	NACA
NR4A1	7.29070440753448e-108	0.313303552344257	0.451	0.354	2.02236849560599e-103	1	NR4A1
PLIN2	1.6253749225045e-107	0.270595754248744	0.338	0.284	4.50862749753523e-103	1	PLIN2
SPINK1	8.92853598348206e-107	0.325522984586667	0.34	0.312	2.47668659645809e-102	1	SPINK1
FNDC3B	1.05213882477249e-106	0.200969519869759	0.454	0.358	2.9185278860364e-102	1	FNDC3B
H3F3B	9.73206007547462e-106	0.224145897965411	0.985	0.974	2.6995761443359e-101	1	H3F3B
CCNL1	1.0798456524981e-105	0.220010926594649	0.506	0.419	2.99538385546448e-101	1	CCNL1
PNISR	2.64649105676982e-105	0.201096932470189	0.881	0.819	7.34110154237381e-101	1	PNISR
CRIP2	5.40402581692153e-105	0.22329871425737	0.705	0.626	1.49902272135586e-100	1	CRIP2
VEGFB	5.86473625253544e-105	0.226474341236965	0.68	0.569	1.62681918909081e-100	1	VEGFB
IRF2BP2	2.59065032190028e-104	0.219963889598651	0.613	0.515	7.1862049279192e-100	1	IRF2BP2
ATP5F1E	3.00519207184207e-104	0.220462799043932	0.994	0.983	8.33610228808273e-100	1	ATP5F1E
SLC29A4	3.24403948304643e-104	0.223517066464373	0.72	0.607	8.99864112202248e-100	1	SLC29A4
TOMM20	9.50354202777932e-104	0.202505145093952	0.817	0.749	2.63618752308571e-99	1	TOMM20
WFDC2	1.50758025756456e-103	0.244339945843346	0.284	0.2	4.18187687645834e-99	1	WFDC2
C4orf481	2.7427496423044e-103	0.233296037494214	0.947	0.894	7.60811323278817e-99	1	C4orf48
NUCKS1	3.99605302854335e-100	0.210344582682	0.921	0.868	1.10846514958764e-95	1	NUCKS1
DYNLL1	1.2470658291123e-99	0.221874714409081	0.92	0.869	3.4592359033746e-95	1	DYNLL1
EIF4G2	4.06083405853429e-99	0.210368798840405	0.867	0.807	1.12643475949683e-94	1	EIF4G2
HINT1	1.13599250089471e-97	0.20526680912168	0.985	0.963	3.15112959823184e-93	1	HINT1
FXYD51	1.55613544988091e-97	0.251035698725943	0.811	0.742	4.31656412442464e-93	1	FXYD5
RPL5	9.12752673429427e-97	0.207122456491186	0.996	0.987	2.53188464082589e-92	1	RPL5
SCD	2.60978334560408e-94	0.217229141212407	0.688	0.592	7.23927802237116e-90	1	SCD
PRG4	1.23708478292433e-93	0.211845530578456	0.127	0.054	3.43154947935379e-89	1	PRG4
IDS	6.53096065799427e-93	0.225824853977783	0.955	0.916	1.81162317692103e-88	1	IDS
SCGB2A1	1.49596264990771e-91	0.271272676409176	0.797	0.737	4.14965079457901e-87	1	SCGB2A1
RPS23	5.77530226449482e-91	0.209674278528044	0.996	0.984	1.60201109514822e-86	1	RPS23
JUN	2.35036838790308e-90	0.408184480601954	0.718	0.631	6.51968687120434e-86	1	JUN
HNRNPU	2.37957631120954e-90	0.205526324103269	0.841	0.784	6.60070672966415e-86	1	HNRNPU
NPAS4	7.60735494589811e-88	0.206375487831639	0.127	0.064	2.11020418844268e-83	1	NPAS4
TUBA1A	9.01669420557026e-87	0.329306448222109	0.934	0.937	2.50114080568313e-82	1	TUBA1A
NEAT1	3.2344973559585e-86	0.387182432387986	0.891	0.854	8.9721722156933e-82	1	NEAT1
PDE3B	4.96030764586299e-86	0.219274971432286	0.718	0.618	1.37593973788593e-81	1	PDE3B
SERPINB1	1.2624163353589e-84	0.201240404071855	0.677	0.601	3.50181667265204e-80	1	SERPINB1
ACLY	3.82910673374307e-82	0.212770129549303	0.72	0.635	1.06215591687299e-77	1	ACLY
FABP5	1.84547105048074e-81	0.31175780536101	0.834	0.809	5.11915214692853e-77	1	FABP5
NR4A2	1.92543893727246e-81	0.313991149222595	0.241	0.156	5.34097506810008e-77	1	NR4A2
CPNE3	7.02613901087042e-76	0.213488166598019	0.789	0.729	1.94898070022535e-71	1	CPNE3
PAK3	1.09140251696672e-73	0.204615849512429	0.836	0.783	3.02744144181398e-69	1	PAK3
HMGB3	2.5058882746094e-72	0.21458456915412	0.655	0.626	6.95108348493901e-68	1	HMGB3
MAN1A1	1.19293310938539e-68	0.211023963245453	0.8	0.731	3.30907715212413e-64	1	MAN1A1
CAMK2N11	1.54361941673633e-64	0.2359419039954	0.854	0.775	4.2818459000849e-60	1	CAMK2N1
MT-ND5	9.14276295929607e-51	0.2236870499675	0.997	0.992	2.53611101727914e-46	1	MT-ND5
JUND	1.30989908430753e-44	0.240844883511124	0.874	0.803	3.63352906996066e-40	1	JUND
PPY	2.27232700534355e-36	0.223998466297917	0.408	0.391	6.30320788012247e-32	1	PPY
AGT	3.81949612884405e-30	0.285006074800137	0.388	0.317	1.05949003118005e-25	1	AGT
XIST	5.09781740935082e-24	0.344431344319525	0.431	0.355	1.41408357117982e-19	1	XIST
ACTG1	0	2.21024204056279	0.991	0.941	0	2	ACTG1
VIM1	0	1.7739906112361	0.918	0.695	0	2	VIM
TNFRSF12A	0	1.73010421261792	0.818	0.346	0	2	TNFRSF12A
IER31	0	1.69763619843723	0.682	0.43	0	2	IER3
S100A6	0	1.59635771578559	0.937	0.875	0	2	S100A6
ACTB	0	1.51192000790363	0.993	0.962	0	2	ACTB
RSAD2	0	1.38799117798026	0.414	0.061	0	2	RSAD2
CLDN4	0	1.33828036590165	0.618	0.334	0	2	CLDN4
TPM4	0	1.28206080306133	0.826	0.557	0	2	TPM4
TM4SF1	0	1.25633670044748	0.48	0.226	0	2	TM4SF1
PDK4	0	1.14497383032073	0.796	0.636	0	2	PDK4
ANXA2	0	1.13858419137605	0.929	0.72	0	2	ANXA2
S100A11	0	1.13746251677182	0.9	0.778	0	2	S100A11
LMCD1	0	1.12738708039498	0.634	0.404	0	2	LMCD1
MRC1	0	1.1181622552365	0.584	0.355	0	2	MRC1
TUBB3	0	1.02176299378012	0.683	0.385	0	2	TUBB3
INHBA	0	1.0046223164237	0.545	0.274	0	2	INHBA
CLIC1	0	0.995667016282142	0.95	0.839	0	2	CLIC1
RAB11FIP1	0	0.914781370822129	0.713	0.504	0	2	RAB11FIP1
VMP1	0	0.9079109375621	0.662	0.425	0	2	VMP1
MYL12A	0	0.884157894928605	0.814	0.616	0	2	MYL12A
NFKBIA1	0	0.878973416131174	0.469	0.269	0	2	NFKBIA
HSPB1	0	0.870838706504839	0.848	0.802	0	2	HSPB1
S100A101	0	0.828407480688761	0.867	0.78	0	2	S100A10
DNAJC12	0	0.824003808563133	0.882	0.72	0	2	DNAJC12
YWHAH	0	0.795578324011792	0.927	0.814	0	2	YWHAH
DDIT3	0	0.794305076016536	0.534	0.327	0	2	DDIT3
PALLD	0	0.79075794197875	0.871	0.799	0	2	PALLD
PPP1R15A	0	0.78022310684498	0.559	0.256	0	2	PPP1R15A
GADD45A	0	0.765777077036515	0.573	0.371	0	2	GADD45A
CD68	0	0.737149399695498	0.573	0.225	0	2	CD68
GNG4	0	0.734573723134174	0.786	0.633	0	2	GNG4
MAP1B	0	0.732268007764233	0.854	0.714	0	2	MAP1B
DST	0	0.684245431706627	0.779	0.643	0	2	DST
CD47	0	0.669814426449012	0.701	0.528	0	2	CD47
RHOB	0	0.66574286631034	0.657	0.488	0	2	RHOB
SQSTM1	0	0.661728240065801	0.892	0.837	0	2	SQSTM1
ANXA5	0	0.647684922003718	0.863	0.771	0	2	ANXA5
MYH9	0	0.64089365920976	0.589	0.317	0	2	MYH9
LMNA	0	0.625429943801314	0.823	0.673	0	2	LMNA
EIF1	0	0.625304218162761	0.998	0.991	0	2	EIF1
CREB5	0	0.623713814236847	0.3	0.036	0	2	CREB5
LURAP1L	0	0.618792659535916	0.406	0.152	0	2	LURAP1L
ATF3	0	0.603469539839282	0.27	0.091	0	2	ATF3
ITGB1	0	0.602264276548391	0.955	0.934	0	2	ITGB1
ACTN4	0	0.596712046777693	0.719	0.506	0	2	ACTN4
DUSP4	0	0.594763387280381	0.396	0.151	0	2	DUSP4
AC068205.1	0	0.591699133354087	0.22	0.06	0	2	AC068205.1
FNIP2	0	0.58674309286422	0.622	0.46	0	2	FNIP2
GNG5	0	0.586449533734449	0.878	0.78	0	2	GNG5
AP001107.5	0	0.576052944686338	0.236	0.016	0	2	AP001107.5
ODC1	0	0.572373894501934	0.545	0.42	0	2	ODC1
DUSP5	0	0.568026460604985	0.35	0.14	0	2	DUSP5
EZR	0	0.564672116523068	0.833	0.734	0	2	EZR
HSD17B12	0	0.553790307015685	0.707	0.641	0	2	HSD17B12
PMAIP1	0	0.550859700918958	0.267	0.07	0	2	PMAIP1
AQP3	0	0.550299713929894	0.349	0.217	0	2	AQP3
RRAS2	0	0.547560362072157	0.415	0.15	0	2	RRAS2
LRRFIP1	0	0.541000813492804	0.778	0.635	0	2	LRRFIP1
RHOQ1	0	0.534291437199313	0.47	0.262	0	2	RHOQ
STBD1	0	0.528733079087692	0.515	0.289	0	2	STBD1
SERINC2	0	0.527861101961761	0.499	0.282	0	2	SERINC2
WDR1	0	0.526024296437072	0.533	0.3	0	2	WDR1
RHEB	0	0.523242609631883	0.842	0.706	0	2	RHEB
TUBB4B	0	0.519373202941691	0.825	0.706	0	2	TUBB4B
SARS	0	0.513870081963258	0.751	0.614	0	2	SARS
AOPEP	0	0.512217212234027	0.565	0.371	0	2	AOPEP
YWHAZ	0	0.508428793747735	0.768	0.617	0	2	YWHAZ
CREM	0	0.502710304316158	0.523	0.311	0	2	CREM
KLF6	0	0.501243703740711	0.626	0.479	0	2	KLF6
ACTR3	0	0.501112585365682	0.75	0.58	0	2	ACTR3
RHOC	0	0.496194574887961	0.483	0.284	0	2	RHOC
ATF4	0	0.491481730733356	0.691	0.533	0	2	ATF4
LUCAT1	0	0.490597090466182	0.22	0.054	0	2	LUCAT1
TXN	0	0.490588532173027	0.909	0.843	0	2	TXN
BZW11	0	0.48824701329822	0.808	0.648	0	2	BZW1
CSRP1	0	0.482814910251977	0.537	0.379	0	2	CSRP1
ARID5B	0	0.475641583009191	0.482	0.306	0	2	ARID5B
CLDN7	0	0.47553862955213	0.905	0.844	0	2	CLDN7
RHOA	0	0.475006873797299	0.949	0.888	0	2	RHOA
DCTN2	0	0.470752642151623	0.775	0.625	0	2	DCTN2
AP1S2	0	0.46583260707827	0.482	0.315	0	2	AP1S2
PPP1R14B	0	0.465337977430949	0.696	0.552	0	2	PPP1R14B
HES4	0	0.463496139772129	0.231	0.062	0	2	HES4
ARPC5	0	0.463398866248091	0.854	0.752	0	2	ARPC5
LPGAT11	0	0.462738632100876	0.666	0.485	0	2	LPGAT1
CYCS	0	0.460922494240465	0.866	0.767	0	2	CYCS
WEE1	0	0.459168003619358	0.299	0.132	0	2	WEE1
TUBA1C	0	0.457554156988374	0.432	0.251	0	2	TUBA1C
TAGLN2	0	0.455322699308285	0.884	0.798	0	2	TAGLN2
MYL12B	0	0.447730237560167	0.947	0.881	0	2	MYL12B
EIF2S2	0	0.444716724355526	0.801	0.67	0	2	EIF2S2
MYADM	0	0.441353340102537	0.478	0.283	0	2	MYADM
BLVRB	0	0.441238085289437	0.723	0.573	0	2	BLVRB
EIF4EBP1	0	0.438173738940821	0.642	0.518	0	2	EIF4EBP1
CEBPG	0	0.43708616502564	0.355	0.149	0	2	CEBPG
ABCB1	0	0.432033711525678	0.378	0.193	0	2	ABCB1
SH3GLB1	0	0.42713042212215	0.741	0.6	0	2	SH3GLB1
MAP1LC3B	0	0.425165348211443	0.727	0.635	0	2	MAP1LC3B
TRIB3	0	0.423296193039147	0.34	0.2	0	2	TRIB3
RAP1B	0	0.419378862407996	0.68	0.527	0	2	RAP1B
JPT1	0	0.417170001577914	0.583	0.404	0	2	JPT1
PFN1	0	0.409015526334814	0.892	0.821	0	2	PFN1
UGDH	0	0.407068112040764	0.446	0.305	0	2	UGDH
SLC39A1	0	0.404087603625663	0.648	0.488	0	2	SLC39A1
CDH1	0	0.394403865839029	0.666	0.553	0	2	CDH1
ABHD5	0	0.392706604359629	0.413	0.26	0	2	ABHD5
AL121944.1	0	0.373142162423063	0.288	0.135	0	2	AL121944.1
CRABP2	0	0.367573105661214	0.187	0.029	0	2	CRABP2
PLEKHO1	0	0.360464046410461	0.219	0.035	0	2	PLEKHO1
CEBPB	0	0.35727922695964	0.238	0.084	0	2	CEBPB
KHDRBS3	0	0.356321276381583	0.335	0.174	0	2	KHDRBS3
ARHGDIA	0	0.353761211825171	0.739	0.607	0	2	ARHGDIA
AC068205.2	0	0.351693658952847	0.172	0.06	0	2	AC068205.2
AC093673.1	0	0.351314843296957	0.258	0.067	0	2	AC093673.1
RAP2B	0	0.347994391912292	0.331	0.179	0	2	RAP2B
SELENOS	0	0.347381424425227	0.62	0.501	0	2	SELENOS
MICU1	0	0.343842231455053	0.433	0.266	0	2	MICU1
TXNRD1	0	0.341893586279641	0.341	0.203	0	2	TXNRD1
PDGFA	0	0.340880357432842	0.324	0.157	0	2	PDGFA
LAMC2	0	0.321709222120484	0.206	0.049	0	2	LAMC2
FLNA	0	0.321569541814565	0.192	0.051	0	2	FLNA
VASP	0	0.306120742097346	0.392	0.24	0	2	VASP
GBP2	0	0.305280351049803	0.152	0.028	0	2	GBP2
MYO5B	0	0.302357317856067	0.258	0.1	0	2	MYO5B
RETREG1	0	0.301435678381668	0.291	0.17	0	2	RETREG1
PHLDA1	0	0.298932514151801	0.206	0.091	0	2	PHLDA1
DTNA	0	0.298473082603837	0.331	0.164	0	2	DTNA
PACSIN2	0	0.294321504486426	0.341	0.184	0	2	PACSIN2
GEM	0	0.292295420709923	0.16	0.052	0	2	GEM
YARS	0	0.284521809276942	0.346	0.189	0	2	YARS
PLAUR	0	0.283799470225713	0.19	0.059	0	2	PLAUR
ABHD3	0	0.280817121569398	0.334	0.172	0	2	ABHD3
ANXA3	0	0.278361732844418	0.168	0.051	0	2	ANXA3
TP53BP2	0	0.258306405885272	0.216	0.083	0	2	TP53BP2
MTHFD2	0	0.257472988791236	0.208	0.08	0	2	MTHFD2
PGM2L1	0	0.23776512520129	0.19	0.062	0	2	PGM2L1
GULP1	0	0.234305511502817	0.144	0.03	0	2	GULP1
RAB33A	0	0.231466758595704	0.127	0.042	0	2	RAB33A
ZNF165	0	0.221966687517543	0.165	0.052	0	2	ZNF165
CORO1C	0	0.22026594712113	0.242	0.117	0	2	CORO1C
RASGRP3	0	0.214238278264682	0.103	0.015	0	2	RASGRP3
ISG20	4.5820666611405e-308	0.274567269865095	0.213	0.107	1.27101947113376e-303	2	ISG20
DSTN	1.02911648395938e-305	0.430019526966037	0.974	0.938	2.85466621485491e-301	2	DSTN
PDLIM1	2.75932740549509e-304	0.377830687652128	0.671	0.568	7.65409829010283e-300	2	PDLIM1
SAT1	4.12593654212715e-303	0.540241020031222	0.757	0.652	1.14449353742065e-298	2	SAT1
TUBB	5.70652975980754e-303	0.400632755910691	0.925	0.886	1.58293429007301e-298	2	TUBB
MARCH5	1.97614790671017e-301	0.272301691703448	0.382	0.235	5.48163667842334e-297	2	MARCH5
FTL	1.02059429370979e-299	0.493491910890755	1	0.999	2.83102651132157e-295	2	FTL
GARS	1.30300917702487e-298	0.342878772316739	0.49	0.342	3.61441715614928e-294	2	GARS
TMEM200A	2.98212901347048e-295	0.263909370067952	0.267	0.128	8.27212767046576e-291	2	TMEM200A
PLP2	2.39837682992725e-294	0.379172896952234	0.865	0.803	6.6528574885352e-290	2	PLP2
VCL	5.85734182400781e-293	0.273370710295312	0.313	0.176	1.62476804856153e-288	2	VCL
PSMD7	1.15479365103789e-290	0.361519259523498	0.704	0.558	3.20328210861399e-286	2	PSMD7
CAST	4.59595547782532e-288	0.423508673516649	0.748	0.618	1.27487208999397e-283	2	CAST
CLDN3	2.10064858790043e-286	0.371929597601273	0.683	0.582	5.826989117977e-282	2	CLDN3
SERTAD1	2.06653817798959e-281	0.260277692506859	0.298	0.151	5.73237025192532e-277	2	SERTAD1
ELF31	2.45369468217414e-279	0.516656570649388	0.774	0.658	6.80630367888286e-275	2	ELF3
DYNLT3	5.02137474536908e-279	0.420237360847728	0.775	0.654	1.39287914061793e-274	2	DYNLT3
CAP1	2.20309143347683e-275	0.324130533606095	0.683	0.559	6.11115532732138e-271	2	CAP1
MUC13	2.35580300205757e-274	0.564627688700129	0.621	0.607	6.5347619474075e-270	2	MUC13
LSR	3.2645391281947e-274	0.289052419168223	0.54	0.413	9.05550508769928e-270	2	LSR
SH3BGRL3	1.13729907266328e-272	0.388972522348966	0.819	0.739	3.15475389766068e-268	2	SH3BGRL3
SOX4	1.38974131017011e-271	0.332513251082922	0.185	0.083	3.85500342028086e-267	2	SOX4
EIF5	2.00366196240101e-270	0.379331682717932	0.804	0.711	5.55795791750416e-266	2	EIF5
UCHL1	1.77368046967819e-268	0.400424217096544	0.547	0.466	4.92001225484033e-264	2	UCHL1
GNAI3	2.59515434545916e-268	0.294153526322831	0.516	0.365	7.19869863886917e-264	2	GNAI3
ID1	1.41782832350408e-267	0.891744955855441	0.297	0.178	3.93291398656796e-263	2	ID1
NAMPT1	2.28731750331849e-266	0.464060185659463	0.609	0.469	6.34479002245515e-262	2	NAMPT
SPTBN1	1.11390485937412e-265	0.334538564764901	0.488	0.36	3.08986068941788e-261	2	SPTBN1
FLRT3	2.04025767973126e-265	0.343804479374732	0.268	0.121	5.65947077780654e-261	2	FLRT3
MAFF	8.33604947873028e-265	0.227191953924736	0.217	0.092	2.31233676490499e-260	2	MAFF
IL1R2	2.76427249944194e-264	0.261270111086046	0.122	0.023	7.66781548620201e-260	2	IL1R2
PSMA6	3.98594153891753e-259	0.424875435462525	0.78	0.667	1.10566032348033e-254	2	PSMA6
OCLN	7.45183192199774e-258	0.251096968619879	0.339	0.215	2.06706365684295e-253	2	OCLN
ID2	1.96856433967616e-257	0.511851905461111	0.386	0.271	5.46060062182769e-253	2	ID2
FAM107B	1.73919377626679e-256	0.410847097109882	0.468	0.322	4.82434961598645e-252	2	FAM107B
SEMA3E	1.55355341453039e-255	0.286953546411768	0.441	0.307	4.30940181656584e-251	2	SEMA3E
SLC7A5	5.34980578520002e-255	0.223555214244881	0.198	0.086	1.48398262675663e-250	2	SLC7A5
JAK11	3.74613499209989e-254	0.445979004239113	0.721	0.579	1.03914038545859e-249	2	JAK1
MCU	2.10693949372373e-253	0.22356650769186	0.226	0.096	5.84443946164024e-249	2	MCU
MSANTD3	1.9601296882515e-249	0.241393155084806	0.285	0.149	5.43720374224084e-245	2	MSANTD3
PLGRKT	7.3484589269225e-249	0.30345131515437	0.426	0.282	2.03838902173903e-244	2	PLGRKT
STX12	3.00350367700893e-248	0.292211029765843	0.482	0.361	8.33141884965506e-244	2	STX12
TMED9	2.61211029873716e-247	0.299627192110164	0.764	0.656	7.24573275766701e-243	2	TMED9
RAB10	1.07955225550643e-246	0.317788958070482	0.738	0.632	2.99457000154929e-242	2	RAB10
LRRC59	3.06722977856125e-244	0.254068450968922	0.45	0.307	8.50818868275105e-240	2	LRRC59
ANO10	7.54197444176648e-240	0.206232593571523	0.246	0.131	2.0920682904016e-235	2	ANO10
MED10	1.15927678617281e-238	0.306909180236844	0.539	0.401	3.21571787716476e-234	2	MED10
TMEM1631	1.22619542546815e-238	0.392042260501305	0.466	0.279	3.40134349070611e-234	2	TMEM163
MCUR1	1.19981715631038e-237	0.28815433099522	0.511	0.372	3.32817280988937e-233	2	MCUR1
KCNK1	2.64547123708366e-237	0.341715379967646	0.554	0.417	7.33827266454638e-233	2	KCNK1
TES	1.12900294423947e-236	0.230931010056492	0.335	0.207	3.13174126702586e-232	2	TES
CHMP2B	6.8290179920582e-233	0.310205790282425	0.592	0.449	1.89430130081702e-228	2	CHMP2B
BAZ1A	2.99145497517104e-231	0.234977164897995	0.272	0.137	8.29799695562693e-227	2	BAZ1A
EDF1	1.74511590945962e-230	0.354367449698285	0.92	0.892	4.84077702125003e-226	2	EDF1
ITGA2	3.13647235807615e-228	0.244678207345923	0.123	0.049	8.70026067406742e-224	2	ITGA2
ERRFI1	1.09715456310517e-224	0.269874931056924	0.21	0.132	3.04339704259744e-220	2	ERRFI1
NUDC	1.38662772504306e-224	0.355255835107792	0.839	0.764	3.84636664649695e-220	2	NUDC
CDV3	3.95302087591928e-224	0.312275066713528	0.568	0.422	1.09652846077125e-219	2	CDV3
TMEM38B	5.4381130703892e-224	0.266214263081191	0.45	0.312	1.50847818459526e-219	2	TMEM38B
MLF1	8.2569447471853e-224	0.251547338076757	0.297	0.167	2.29039390342173e-219	2	MLF1
EMP3	5.10305555182223e-219	0.246472545487153	0.171	0.075	1.41553657951997e-214	2	EMP3
ST14	1.07928848344454e-218	0.250393854332967	0.412	0.293	2.99383832422682e-214	2	ST14
EIF6	1.20052761939247e-218	0.309137722242967	0.647	0.522	3.33014356343278e-214	2	EIF6
PEA15	2.08104671728152e-212	0.20518294963182	0.285	0.179	5.77261548906721e-208	2	PEA15
RGS2	2.69735777360993e-211	0.326228700850595	0.178	0.116	7.48220072821658e-207	2	RGS2
ARF4	1.27052434061455e-209	0.304976644685337	0.746	0.651	3.52430746843069e-205	2	ARF4
SLC7A1	1.42235793792413e-207	0.251458617250448	0.403	0.264	3.94547868400774e-203	2	SLC7A1
ISG15	9.33129334288896e-207	0.284649865980795	0.361	0.246	2.58840746038397e-202	2	ISG15
USP12	2.92495023206256e-206	0.240186436289031	0.313	0.201	8.11351944871832e-202	2	USP12
NFIL3	2.93017076050811e-205	0.259315941482077	0.296	0.168	8.12800067257346e-201	2	NFIL3
PDLIM5	6.18116308142957e-203	0.279611355305188	0.502	0.412	1.71459282715775e-198	2	PDLIM5
LIMA1	4.80795970182152e-200	0.297549356324539	0.45	0.35	1.33367994168827e-195	2	LIMA1
LAMB3	8.42040126758763e-197	0.219598794145367	0.114	0.02	2.33573510761613e-192	2	LAMB3
PSMA7	3.48864052829422e-194	0.337340141656268	0.928	0.871	9.67713996143535e-190	2	PSMA7
NIFK	2.07525671744735e-191	0.249954400458665	0.401	0.267	5.75655460852722e-187	2	NIFK
RBCK1	1.16022160686405e-190	0.280584141777707	0.616	0.525	3.21833871528018e-186	2	RBCK1
ARPC2	1.49828846282081e-188	0.32738899422297	0.89	0.825	4.15610236701864e-184	2	ARPC2
MAP2	6.9029614850326e-188	0.359791232476475	0.527	0.397	1.91481248633319e-183	2	MAP2
