Disease_State	Top2markers:expression	Cell_Type	q0	q5	q10	q15	q20	q25	q30	q35	q40	q45	q50	q55	q60	q65	q70	q75	q80	q85	q90	q95	q100
ND	INS:10.4|SST:0.8	Beta	2.64346748	3.89308613	5.28838637	5.55044401	6.43294768	6.86933633	7.20727147	8.99597596	9.59760587	10.61907632	11.43209058	12.85130254	13.81520812	14.78410439	15.72123464	17.03450549	18.92550853	20.73900375	23.13555118	26.24297202	34.03139074
ND	INS:10.5|GCG:2.3	Beta	0.007089914	5.474220861	6.742547951	7.586538415	8.196237801	8.760057545	9.401809454	9.793833642	10.18727444	10.8363297	11.25557107	11.80019537	12.47134414	13.11206566	13.61167943	14.22922382	14.95039302	15.97460252	16.80049961	18.0597967	21.73978061
ND	INS:3.2|GCG:2.9	Beta	1.028334959	3.096437054	3.321044575	3.823641017	4.229301066	4.491024866	4.588481198	4.932243944	5.214825867	5.458152455	5.59259172	5.640261684	5.761818379	6.23172954	6.730666804	7.059569524	7.352786651	7.51044454	8.800029198	9.239185409	14.04876333
ND	INS:10.7|GCG:3	Beta	0.43217386	5.186609972	6.578724325	7.716970039	8.860805127	10.01482338	11.34697713	12.26896444	13.27731634	14.15744421	15.37039766	16.37714187	17.18318081	18.85277093	19.59251147	20.63522348	22.15120278	23.86848688	26.01569838	30.56451074	49.06986574
ND	INS:10.7|GCG:2.4	Beta	0	2.467308959	3.911711366	5.628933605	6.625996224	7.729121299	8.653731782	9.321705021	10.39631438	11.36601409	12.02251552	12.99799822	13.96779426	14.96342114	16.06167757	17.34443539	18.23066899	20.30440702	21.76716561	23.62288961	30.08159359
ND	INS:13|GCG:1.8	Beta	3.46E-04	7.67E+00	1.01E+01	1.11E+01	1.22E+01	1.29E+01	1.34E+01	1.39E+01	1.45E+01	1.50E+01	1.54E+01	1.57E+01	1.61E+01	1.67E+01	1.75E+01	1.81E+01	1.89E+01	2.01E+01	2.18E+01	2.33E+01	3.87E+01
ND	INS:10.4|GCG:2.3	Beta	2.32E-02	1.42E+01	1.61E+01	1.81E+01	1.92E+01	2.01E+01	2.06E+01	2.13E+01	2.25E+01	2.33E+01	2.42E+01	2.49E+01	2.52E+01	2.61E+01	2.73E+01	2.92E+01	3.06E+01	3.18E+01	3.37E+01	3.83E+01	4.39E+01
ND	INS:11.5|GCG:1.7	Beta	5.01E-02	3.12E+00	4.97E+00	7.25E+00	8.00E+00	9.66E+00	1.07E+01	1.17E+01	1.48E+01	1.73E+01	2.32E+01	2.78E+01	3.08E+01	3.33E+01	3.53E+01	3.76E+01	3.99E+01	4.19E+01	4.32E+01	4.76E+01	4.94E+01
ND	INS:13.1|GCG:1.9	Beta	1.05E-02	1.09E+01	1.22E+01	1.25E+01	1.31E+01	1.35E+01	1.37E+01	1.40E+01	1.43E+01	1.48E+01	1.51E+01	1.54E+01	1.57E+01	1.59E+01	1.61E+01	1.67E+01	1.70E+01	1.75E+01	1.88E+01	2.09E+01	3.77E+01
ND	INS:12.9|GCG:1.6	Beta	0.00E+00	8.65E+00	9.81E+00	1.05E+01	1.10E+01	1.16E+01	1.20E+01	1.25E+01	1.30E+01	1.35E+01	1.39E+01	1.44E+01	1.48E+01	1.53E+01	1.59E+01	1.67E+01	1.75E+01	1.86E+01	2.04E+01	2.22E+01	4.82E+01
ND	INS:12.5|PRSS1:0.1	Beta	1.1985904	9.1148557	10.24795603	10.9847559	11.51167916	12.07564157	12.51863218	12.93974871	13.33005736	13.75501881	14.1268533	14.58865774	15.17142922	15.77587587	16.28319596	16.777593	17.61670804	18.4818134	19.68563133	21.47408392	28.07710904
ND	INS:12.3|PRSS1:0.3	Beta	0.01627169	0.28241246	0.54628047	1.07781286	1.59810093	2.36315173	3.21760237	4.22048765	5.60950504	6.51007978	7.16152481	7.63492579	8.5986274	9.20865894	9.61040523	10.27207797	11.16235863	11.77646294	13.06432511	14.5389922	24.72003711
ND	INS:11.9|PRSS1:0.2	Beta	0.37451519	5.66087618	9.66826899	10.39710013	10.9207196	11.53319762	11.74879797	12.0792971	12.49639516	12.86617743	13.61128503	13.75829548	14.02331405	14.61583969	14.78780336	15.3530931	16.08128863	17.24428576	17.94995313	19.84487788	27.59091054
ND	INS:12.5|SST:0.1	Beta	6.15896863	9.2530724	10.26747664	10.63092819	10.78558192	11.23564391	11.58109132	12.07327747	12.38664641	12.63554034	12.95578936	13.50611316	14.47815874	14.86816632	15.27875201	16.7301936	18.43892423	18.86320669	19.86778229	20.90273328	24.81018455
ND	INS:11.9|GCG:8.6	Beta	3.09757257	6.09948043	6.35406998	6.82078928	8.19931367	8.69094825	9.10503676	9.83996562	10.88884005	11.34765091	11.56532867	12.17475524	12.84101968	13.49149596	14.13039706	14.23618532	15.04504581	15.60345403	16.45665458	17.05688156	22.26752087
ND	INS:12.3|SST:0	Beta	1.74432758	10.39094297	11.67719018	12.6475057	13.02247865	13.48963633	13.92796977	14.19637253	14.49249204	15.13331095	15.98042791	16.50372458	16.73494672	16.83379863	17.20580184	17.45808257	17.76485803	18.50327206	19.74711689	22.72138243	24.02176516
ND	INS:2.5|HLA-DPB1:1.2	Beta	2.09719186	3.13792782	4.53736722	5.53151101	5.82918409	6.51810523	6.80835443	7.24739309	7.45297462	7.61423864	7.67575958	8.41543086	8.59779088	9.22127754	10.02278571	10.5783317	11.27341802	11.67607238	12.85766498	18.60424955	20.83158271
ND	INS:12.6|SST:0.1	Beta	0.03133551	6.51024027	9.07953702	10.00112631	10.73678432	11.38365639	11.86324708	12.38679213	12.7963057	13.46415298	14.01167487	14.52162393	15.04070848	15.62708061	16.31618721	17.15765003	17.99129889	18.89596576	19.94746059	21.89472262	29.57406596
ND	INS:11.3|PRSS1:0.4	Beta	4.20725149	17.80757847	20.07820378	21.06731349	22.3746503	23.26539526	24.10008743	24.73404148	25.39242954	26.19324299	26.74177698	27.26167165	27.79771327	28.47912826	29.36302289	30.48281035	32.52939674	33.87611972	36.27007754	41.07840352	49.87655995
ND	INS:13|GCG:1.6	Beta	0.51655678	8.990879821	10.02373825	10.59429427	11.18891958	11.58985161	12.16956299	12.64081853	13.1623745	13.60367369	13.97270529	14.50705796	14.97944674	15.54273387	16.25990354	17.02960338	17.88112838	18.80720719	20.07478224	22.4581051	33.94967882
ND	INS:13.1|GCG:1.6	Beta	0.027890596	8.313875393	9.678366536	10.6161878	11.1526874	11.60278512	12.10542212	12.748463	13.23976494	13.7732929	14.24196466	14.77069767	15.34553132	15.93211717	16.5902577	17.29233821	17.95490154	19.16289141	21.131261	25.08403439	35.37560849
ND	INS:13|GCG:1.7	Beta	7.062070137	10.61416615	11.23711207	11.60707386	12.16821851	12.67198013	13.07927534	13.49090151	13.90075829	14.10237223	14.83652296	15.2986868	16.50265868	16.91031823	17.42589619	18.44829243	19.55750877	20.82285764	23.56125561	26.30710933	29.60762858
ND	INS:5.4|PECAM1:3.7	Beta	3.308670622	3.925418957	4.99806678	5.19993532	5.467758338	5.658250415	5.864052026	6.228525472	6.405808567	6.472008643	6.708329772	7.209651105	7.347062737	7.432899374	7.566896641	7.836948535	8.581289053	9.220267794	9.524758499	13.0886916	16.99712329
ND	INS:6.4|GCG:3.2	Beta	4.621838435	4.834217192	4.973882754	5.028716255	5.327293165	5.603170031	5.810227708	6.023783397	6.210079531	6.332383388	6.523853739	6.88039774	7.718020744	8.144967952	8.417778715	8.846713193	9.168512483	9.429506475	9.764350801	10.45982309	11.46440507
ND	INS:10.4|GCG:3	Beta	0.099528941	24.12070011	27.79310295	29.68490538	32.53265703	34.01395344	35.45619386	36.33747818	37.30183717	38.27574791	39.14133124	40.19275404	41.84613569	42.83963511	43.50842857	44.23986046	45.9724445	47.27176434	48.28688766	48.93251238	49.99949574
ND	INS:7.6|GCG:3.8	Beta	0.006634468	0.780961336	2.583095751	5.705343284	7.125550934	7.763455781	8.769953819	9.621610728	10.65914709	11.37581593	11.81275599	13.93396581	15.38179224	16.03311696	18.02530624	19.27672928	21.69010546	24.55065076	29.12368479	33.15719472	47.73835685
ND	INS:13.2|GCG:1.7	Beta	0.04632698	8.29119553	9.24572309	9.76027434	10.1975115	10.6312967	11.0606585	11.5488537	12.05897506	12.40072008	12.72078269	13.35088647	13.80827474	14.38920355	15.00657542	16.1049337	17.04957454	18.58728563	19.81515888	22.6760415	37.07542166
ND	INS:4.8|PECAM1:3.7	Beta	0.24314021	4.66934302	4.90693102	5.14295246	5.39542993	5.56142612	5.81797168	5.89838566	6.23412097	6.24474688	6.46209511	6.76076082	6.83987033	6.89902906	7.04946542	7.33053085	7.8522421	9.27468423	9.75591123	12.68100759	36.1757801
ND	INS:12.4|GCG:1.5	Beta	0.01525729	5.34310463	8.99581805	10.40430536	11.44871611	12.31774757	12.87949522	13.53865808	14.61238299	15.43400475	16.14104665	16.95547685	17.58381485	18.42539648	19.13307875	20.15947134	21.18974307	22.42928105	24.56442134	28.15703592	41.27285004
ND	INS:13.2|GCG:1.5	Beta	0.13182046	8.8139529	9.56673195	11.03573331	11.86821859	12.4043944	12.71597049	13.47138015	14.0399399	14.2724653	14.62791861	15.00158178	15.35371983	15.83836185	16.21360864	16.84095818	17.48504372	18.59356728	20.55563698	22.94214536	31.61500217
ND	INS:9.2|GCG:3.5	Beta	2.77374878	7.41452315	8.4174054	11.86560183	27.96580688	31.72415721	33.58847255	35.38199927	38.09663113	39.17217161	39.77437375	41.0161144	42.65238948	43.44647638	44.21037454	45.80194046	46.92428023	47.57391577	48.24616799	49.19623671	49.9382422
ND	INS:12.9|GCG:1.6	Beta	0	7.1252918	8.6331633	9.3726277	10.0655474	10.6567162	11.1001332	11.4526043	11.9393191	12.3437175	12.8406577	13.4480455	13.9048416	14.4438676	14.8549296	15.4156833	16.4273393	17.7288002	19.3214725	20.8880026	30.1040708
ND	INS:12.8|GCG:1.7	Beta	0.8289003	8.6437045	9.5195608	9.9263625	10.351515	10.8492268	11.2078592	11.7306472	12.2140148	12.5613061	12.9927269	13.5625301	13.9549237	14.4183214	14.866574	15.365664	16.2646592	17.1600187	18.2506378	20.777014	28.0939132
ND	INS:13|GCG:1.6	Beta	4.2034736	8.8778312	9.8828574	10.4720665	10.9614781	11.377757	11.8751932	12.3483188	13.088129	13.5090776	13.8097832	14.140299	14.8067989	15.2421149	16.0104545	16.7325875	17.859732	19.0218581	20.5596556	23.4226036	36.1789958
ND	INS:10.1|GCG:3.2	Beta	0.7752964	13.0284057	19.5579946	27.0482776	30.7087063	32.283276	33.8383085	35.0265844	37.391614	38.7752686	39.353951	40.3431473	42.0101856	42.3394198	43.0445481	44.10607	45.0643293	46.3371705	47.1302184	48.9227849	49.9323453
ND	INS:5.1|PECAM1:3.4	Beta	4.043431	4.640728	5.2045694	5.4507581	5.5290446	5.8080221	6.0944033	6.4553879	6.5842698	6.6896368	6.93879	7.2604919	7.490247	7.6065477	7.7604425	7.8892669	8.1384771	8.4974177	9.225003	13.7474101	15.9216392
ND	INS:9.1|GCG:2.3	Beta	0.0857302	0.7140981	3.6704297	5.4403811	6.8956528	7.5142945	8.0390317	8.6713468	9.6640447	11.6470312	13.9519527	15.6227354	16.3415575	17.9931263	19.8289429	20.9080426	22.6319552	23.1982096	23.7469543	25.1871836	34.157298
ND	INS:11.9|GCG:0.5	Beta	4.44051217	9.9234684	11.20652131	11.86133051	12.63774948	13.1456534	13.56065457	14.0205446	14.55876031	15.05179569	15.5599349	16.10956	16.83376538	17.47848163	18.28349803	19.3501631	20.24554137	21.50120238	22.94105975	25.89173028	34.42878873
ND	INS:3|PECAM1:2	Beta	3.46425057	4.65213923	5.39212279	5.95858511	6.08991857	6.4228302	6.80288582	6.91509231	7.07653665	7.3424119	7.52468588	7.64743446	7.8966853	8.19345939	8.40617241	8.56155158	9.24569363	9.69623439	9.87744502	10.58002129	11.94408636
ND	INS:11.8|SST:10.1	Beta	7.96517271	9.2674298	9.78613608	10.77243655	11.75152941	12.84327815	13.29997506	13.5570427	13.90476163	14.82315803	15.12800585	15.38116235	16.14841379	16.81880243	17.99225148	18.38020354	19.33477044	20.18485296	21.64360903	22.02864944	26.28425368
ND	INS:4|GCG:1.1	Beta	7.0135018	7.65019415	7.91518715	8.11702938	8.34115757	8.44989657	9.31560561	9.56994421	9.74374316	9.96941831	9.98097052	10.26352034	11.18916514	12.11639195	12.81482222	13.46521177	13.55816868	13.63380325	14.22390946	15.47641694	17.15539098
ND	INS:12|GCG:0.5	Beta	0.44293407	8.9482179	10.10183964	10.72221589	11.23076722	11.65183076	12.02489932	12.38310086	12.76329255	13.01386911	13.32984645	13.76761538	14.22815244	14.69113036	15.25762365	15.63864943	16.3495149	17.30962657	18.52921747	20.22720892	26.47493313
ND	INS:12.1|GCG:0.4	Beta	2.19221927	4.94629212	5.86360222	6.4997506	6.92008905	7.40217353	7.86018172	8.24067599	8.67741267	9.17106529	9.59834045	10.14182657	10.63270415	11.15952024	11.67426211	12.20013434	13.05697436	13.54887745	14.30601362	15.66982134	24.82015417
ND	INS:12.1|GCG:0.5	Beta	2.1336231	7.22195057	8.28731577	9.23924335	9.82615308	10.50421293	11.05859627	11.69814801	12.042933	12.49678655	12.99807579	13.53762917	13.79585434	14.22140919	14.61097543	15.10880007	15.96046217	16.65312342	17.81579419	19.5348322	24.94648806
ND	INS:9.6|GCG:1.3	Beta	2.90774637	10.85237629	15.91462033	17.06822289	17.76775694	19.5529896	20.34313671	20.98769889	21.71817484	22.26072668	23.18420592	24.15982375	25.33917372	27.03387544	28.50670338	29.95941007	32.49695489	34.47927705	36.70313494	38.59115288	45.81012107
ND	INS:12.5|GCG:4.6	Beta	0.1486332	10.0201866	11.7866403	12.6352345	13.3389107	13.9926744	14.5126384	15.1035473	15.3754282	15.8946151	16.4060327	16.8394053	17.3225943	17.8329619	18.5620641	19.4864271	20.5837346	21.9165342	24.4622425	28.1742619	41.0222151
ND	INS:6.6|COL1A1:6.6	Beta	2.7204058	4.0013511	5.1358363	5.5598998	6.0999605	6.5661682	6.7419281	6.9799406	7.2216175	7.3862625	7.6714741	8.0072975	8.2175482	8.6972485	9.2136314	9.6388216	10.6035824	11.3612165	12.7311056	23.7598476	39.6799631
ND	INS:12.5|GCG:4.7	Beta	0.2006392	6.4452475	8.2998768	9.0482774	9.5764507	9.9680452	10.3703816	10.8093664	11.5104992	11.8467704	12.2136636	12.9736045	13.4807911	13.8075691	14.261133	14.9058861	15.8397912	17.2923562	18.331449	22.1905446	41.3993872
ND	INS:8.4|GCG:3.7	Beta	1.233936	7.9738449	10.8641753	13.6249628	16.4686144	17.6989093	19.6587986	21.3649146	22.2462099	22.990743	25.3194205	26.4867583	28.1653173	29.2820178	30.6488829	31.7738037	32.6189739	33.9783234	35.9640685	38.1626003	44.9421261
ND	INS:6.6|GCG:4.1	Beta	2.4429809	3.8135149	5.18904	5.8890921	6.2588999	6.6640781	7.1321108	7.4834829	7.9509551	8.1581081	8.5568266	8.6921809	8.8966316	9.1401468	9.5553428	10.0566983	10.283429	10.7592397	11.1625577	13.1506925	16.4234084
ND	INS:6.8|KRT19:4.5	Beta	4.2350714	7.1985352	8.106745	9.4324434	11.1206654	12.1115106	12.7433376	13.2916832	14.2033172	14.998013	15.486931	16.066085	17.076746	17.910072	19.0116532	20.3533537	21.5793464	24.044365	25.2391987	30.0102175	36.5134505
ND	INS:12.2|GCG:4.5	Beta	1.8399495	11.0378157	15.0355105	15.4748099	16.0854097	16.3554361	17.6450851	19.358497	19.7579274	20.6683902	21.2339112	21.4631383	21.8963276	22.1291323	22.5516423	23.0820331	23.4383047	25.1698992	27.1438526	30.0105152	35.6823985
ND	INS:7.4|PRSS1:6.6	Beta	3.9884974	4.4135059	5.5170314	6.7313321	6.8253694	7.2428603	7.4640385	7.864958	8.1199396	8.5553715	8.8371319	9.3791838	9.797711	10.5139345	10.9153353	11.8953473	13.6647153	14.9717111	21.6033257	41.8184614	48.0301703
ND	INS:6.7|GCG:4.2	Beta	3.1044542	5.0600889	6.4714553	7.1083903	7.6142801	8.0669831	8.4835878	8.81811	9.2129591	9.2957782	9.5757816	10.1621061	10.4759382	10.5734647	10.7314152	11.1764539	11.6671068	11.8490322	12.2968087	15.992129	32.8296581
ND	INS:7.3|GCG:5	Beta	4.2050211	5.4293262	6.9276484	8.9679802	10.8530875	10.9205096	11.4003733	11.8741479	12.1421089	12.3183093	12.8305799	12.8497087	13.1893926	13.753541	14.5574975	15.7280388	16.1532777	16.43243	17.6682203	20.8705579	26.9565374
ND	INS:12.5|GCG:4.6	Beta	1.9038542	11.9547653	12.985852	13.6042857	14.3264047	14.7185728	15.1113909	15.6160641	16.0233157	16.3628074	16.7956886	17.314105	17.7514449	18.4567625	19.3869255	19.9501186	20.8394673	22.0784764	23.2094079	26.1454078	38.721251
ND	INS:12.5|GCG:4.6	Beta	1.4539039	11.2393437	11.8221904	12.3912508	12.9481443	13.4203301	13.9576367	14.5573742	14.9274404	15.401309	15.8993229	16.4964958	17.1740584	17.7012282	18.3377093	19.0561267	19.9039786	21.010959	23.2682398	25.2340426	36.9631392
ND	INS:11.8|GCG:4.5	Beta	1.0696058	12.4048419	14.175734	14.790391	15.5758258	16.2697055	16.7113909	17.3868367	18.2194757	19.1649741	20.7498493	21.9772678	24.1500892	25.957921	27.6256331	29.0616925	31.1088027	33.2338337	38.0604948	42.2556198	49.2446279
ND	INS:11|GCG:4.5	Beta	11.2243535	17.4965475	21.3729592	23.4119786	24.8916897	26.3060142	27.6131704	28.7190591	30.2455907	31.8995692	33.0713051	34.1999993	35.662777	37.9437886	40.2345833	41.9597948	43.2751174	45.1954388	46.4070952	47.4221126	49.7370642
ND	INS:3.8|PECAM1:3	Beta	3.468013515	4.604256904	4.957929245	5.370986898	5.566206521	5.892009482	6.34090098	6.68947806	7.528701597	7.671590803	7.972779043	7.995145418	8.197530474	8.407490182	8.683138456	8.864978011	9.320744446	9.663853855	9.94994598	10.71764215	14.78409486
ND	INS:3.9|GCG:2.8	Beta	4.102098736	6.137536614	6.555344899	6.760097054	7.064230232	7.427924569	7.944198224	8.533921819	8.893180444	9.237590925	9.546447231	10.05170822	10.50030388	10.53930389	10.72541108	10.91227501	11.5606021	11.79818334	13.04092729	14.62322806	16.71487197
ND	INS:12|GCG:2.2	Beta	0	8.678775835	10.48324873	11.67475747	12.36099817	13.17483932	13.8948006	14.52689472	14.85353667	15.38603245	15.94762306	16.44142448	16.93937473	17.35424098	18.41366709	19.10318311	20.43157292	22.60210736	24.22581855	27.7337669	37.22647815
ND	INS:12.3|GCG:2.1	Beta	6.631797843	11.28469075	12.45464108	13.27918188	13.85322154	14.35269668	14.78303905	15.09872325	15.50620939	16.02019918	16.33245892	16.84600652	17.26009267	17.60952023	18.44467366	19.33196758	20.52266242	21.31646285	22.56337101	25.34468268	29.72697054
ND	INS:12.1|GCG:2.6	Beta	0.837635772	10.52419411	11.64311671	12.48825015	13.31041751	13.81401412	14.46326279	14.81804421	15.13449929	15.666335	16.16055911	16.78415489	17.19567604	17.7239069	18.79541119	19.59371015	21.30031097	22.76237626	24.5907652	27.32807227	34.60111526
ND	INS:11.9|GCG:2.3	Beta	7.78979492	10.85436441	12.38115463	13.39277803	14.36762844	15.05665244	15.63554226	15.91638913	16.59728541	17.39610471	17.79222298	18.40439235	19.48238236	20.31189704	20.7638819	21.86004851	23.16114773	24.68943638	27.84329052	30.31845533	39.57706041
ND	INS:7.6|GCG:2.9	Beta	4.583165118	10.33645252	11.49860591	13.37149339	14.00541738	17.09309076	28.55005475	31.83191515	33.74471325	35.33113983	35.71788507	36.17056324	37.79098197	39.86013857	40.18730941	40.83597997	41.59139678	43.35968865	44.30914619	45.61401343	49.77566758
ND	INS:12.1|GCG:2.5	Beta	4.653642021	6.94218057	8.421686342	8.952278163	9.495897757	10.33429546	10.73488383	10.94342329	11.39271918	12.33109428	12.96694202	13.34103349	13.66293192	13.96275488	14.3593543	15.03748582	16.02721508	17.78782623	18.92812157	21.50049642	24.76943216
ND	INS:12.5|GCG:2.2	Beta	0.01844554	10.60360343	11.92614209	12.76966095	13.25788434	13.87802767	14.25856571	14.73100598	15.14679168	15.57046924	15.988388	16.48812283	16.94281176	17.5647469	18.05227523	18.85531506	19.74985726	21.26161019	23.91202839	26.10350843	34.69307727
ND	INS:12.1|GCG:2.2	Beta	0.08911888	9.07915825	10.49101736	11.77407323	12.89994704	13.79957879	14.29846619	14.78790937	15.73259297	16.28336229	16.98342615	17.47701476	18.12344009	18.73710049	20.3618354	21.80002345	24.13672383	27.20632446	31.549509	37.02540429	49.68681052
ND	INS:11.9|GCG:2.1	Beta	0.11178794	11.02833852	12.95949233	14.27536665	14.79897267	15.70514912	16.16029149	16.92044457	17.36014846	18.01413529	18.73259647	19.51897144	20.65707757	21.79687878	22.61618159	24.1507834	26.04213998	28.38180172	30.53475544	34.2927685	45.51513417
ND	INS:12.7|GCG:1.2	Beta	0.346740304	10.85642601	13.04465515	13.98510889	14.6960191	15.2845863	15.84900245	16.34327116	17.18454931	17.70541867	18.13027834	18.52499493	18.96020765	19.58519867	20.24262577	21.04367801	21.98033633	23.10716395	24.37088824	25.86069605	38.20158532
ND	INS:3.8|HLA-DPB1:2.6	Beta	3.049639538	5.936256841	6.713146212	7.264683436	7.484704358	7.760014022	8.181602737	9.617104153	9.65894832	9.727068656	9.864328497	10.12954859	10.60589687	10.70579016	10.82945263	11.03820309	11.52589244	12.06672328	12.22532163	14.89049726	16.09679243
ND	INS:10|GCG:2.7	Beta	0.254078951	0.270507305	0.281746611	0.297709093	0.365361348	0.398446838	0.544687392	1.00838237	1.127220956	1.399767004	1.953891088	2.239226166	2.523978605	2.814788894	3.144568157	3.258199902	3.388914087	3.77848189	4.252623689	4.920618875	5.828291023
ND	INS:12.6|GCG:1	Beta	6.179239466	13.68709713	14.88203077	16.07559535	16.99038267	17.88452209	18.48312369	19.29038486	19.81683248	20.55017955	21.28947818	21.79554002	22.34323548	22.82294424	23.43614775	24.18641816	25.24838306	26.13907294	27.60018775	28.79347698	36.22454677
ND	INS:11.6|GCG:1.4	Beta	0.07742351	2.564545042	4.626955241	6.343967197	7.559083884	9.860412368	11.15118615	12.42407397	14.47408723	15.25710684	15.96420079	16.50829372	17.1726589	17.87448509	18.80592722	19.65236172	21.42643314	22.67117227	24.01833513	25.60925427	32.56273744
ND	INS:9.1|GCG:1.8	Beta	0.224421989	7.682799044	11.21419731	19.26924875	27.26827946	28.84475828	30.69637743	32.31251842	33.20817365	34.90137976	36.37658679	37.14771384	37.59750611	38.95041613	39.86261689	41.10437988	41.9898781	44.05534484	45.9612988	47.29219604	49.87651053
ND	INS:12.5|GCG:1.3	Beta	0.071449551	3.400734505	4.466385065	5.233532915	6.130725819	7.246800771	8.599013212	10.30252149	10.70028338	12.11516978	13.72723735	14.11389575	15.08533952	16.34880754	16.97441848	18.31436162	19.10966049	19.817141	20.58728491	23.29361282	27.64269335
ND	INS:11.8|SST:0.4	Beta	0.0231256	6.68708233	10.72329906	13.37151482	14.32126653	15.22919948	16.55038767	17.20692262	17.98294325	18.99931014	19.62073905	20.59340386	20.91537461	22.05773341	23.1129387	23.77946547	24.67493807	26.33141289	27.97774348	29.76102655	41.12050761
ND	INS:12.8|SST:0.1	Beta	0.27096561	11.23561385	12.60663386	13.62926166	14.14219661	14.69776731	15.09867325	15.67376621	16.13624236	16.73971996	17.20060968	17.93516298	18.24064109	18.84712181	19.41586939	20.0580817	21.06893243	22.09423162	24.04057837	25.69995369	33.30493501
